,TOT_POP,PCT_U18,PC_18_65,PCT_O65,MALE_FEM
237,2490.0,547.8,1546.29,395.91,89.8
238,13208.0,2998.216,8400.288,1809.496,86.0
239,2070.0,490.59,1202.67,376.74,83.4
240,1614.0,264.696,805.386,543.918,74.2
241,9528.0,2153.328,6240.84,1133.832,85.8
242,1961.0,543.197,1168.756,247.086,86.2
243,3208.0,850.12,1992.168,365.712,95.8
244,2398.0,678.634,1366.86,352.506,77.5
245,1377.0,331.857,809.676,235.467,91.4
246,2687.0,612.636,1751.924,319.753,95.1
247,3790.0,333.52,3134.33,322.15,99.4
248,2600.0,556.4,1622.4,421.2,83.5
249,1330.0,364.42,747.46,216.79,82.4
250,2288.0,546.832,1514.656,226.512,89.2
251,4577.0,1016.094,2837.74,723.166,91.6
252,23308.0,4218.748,15849.44,3239.812,84.4
253,9587.0,1696.899,6442.464,1447.637,83.9
254,19750.0,4443.75,13943.5,1362.75,96.7
255,9438.0,2869.152,5691.114,877.734,89.2
256,3605.0,865.2,2354.065,385.735,97.3
257,4764.0,1138.596,3058.488,566.916,95.6
258,1354.0,297.88,942.384,112.382,103.1
259,7945.0,1541.33,4576.32,1827.35,78.7
260,4097.0,835.788,2441.812,819.4,89.0
261,6620.0,1416.68,4197.08,1006.24,89.7
262,1193.0,225.477,757.555,208.775,93.8
263,40174.0,8356.192,25872.056,5945.752,94.3
264,4492.0,1006.208,2780.548,705.244,84.7
265,3937.0,885.825,2464.562,586.613,90.5
266,2576.0,759.92,1671.824,144.256,96.3
267,6447.0,1811.607,3971.352,664.041,87.4
268,1692.0,531.288,1049.04,111.672,96.8
269,5216.0,1674.336,3150.464,396.416,90.5
270,25273.0,7404.989,16326.358,1541.653,92.4
271,1288.0,378.672,762.496,145.544,94.2
272,1890.0,506.52,1132.11,251.37,88.8
273,14972.0,4281.992,9851.576,838.432,94.8
274,3476.0,865.524,2033.46,580.492,82.8
275,2340.0,540.54,1467.18,329.94,86.8
276,3490.0,921.36,1971.85,596.79,84.0
277,1786.0,453.644,1134.11,198.246,96.3
278,9877.0,2814.945,5481.735,1580.32,81.6
279,6802.0,1448.826,3870.338,1482.836,80.8
280,3003.0,831.831,1846.845,324.324,89.9
281,1740.0,238.38,1341.54,160.08,67.3
282,8034.0,1920.126,4547.244,1566.63,94.5
283,18243.0,3940.488,11821.464,2481.048,89.6
284,1521.0,351.351,982.566,187.083,97.6
285,28247.0,6722.786,18501.785,3022.429,93.7
286,4644.0,1123.848,2939.652,580.5,96.0
287,8888.0,2515.304,4799.52,1573.176,82.6
288,7767.0,1770.876,4722.336,1273.788,80.0
289,6348.0,1479.084,4030.98,837.936,88.0
290,2769.0,733.785,1927.224,107.991,94.6
291,4860.0,1015.74,3173.58,670.68,86.4
292,18924.0,4617.456,12565.536,1741.008,91.6
293,5530.0,1415.68,3666.39,453.46,94.5
294,1532.0,332.444,883.964,315.592,97.4
295,34681.0,8913.017,19802.851,5965.132,83.2
296,2633.0,552.93,1485.012,595.058,83.7
297,1512.0,244.944,754.488,512.568,67.8
298,14118.0,3444.792,8724.924,1948.284,88.0
299,13141.0,2851.597,8725.624,1563.779,94.7
300,16890.0,3259.77,9897.54,3732.69,82.8
301,9058.0,2219.21,5063.422,1775.368,81.0
302,1325.0,402.8,743.325,178.875,85.9
303,1854.0,504.288,1143.918,205.794,88.7
304,1104.0,250.608,612.72,239.568,80.7
305,1629.0,374.67,936.675,319.284,89.3
306,1293.0,319.371,762.87,209.466,85.3
307,17773.0,3607.919,11836.818,2328.263,93.6
308,4843.0,920.17,3293.24,629.59,123.2
309,23095.0,5057.805,13718.43,4318.765,81.5
310,8489.0,2385.409,5415.982,687.609,95.1
311,4509.0,1294.083,2782.053,437.373,94.9
312,9612.0,2451.06,6334.308,826.632,92.5
313,1998.0,417.582,1354.644,225.774,92.2
314,2042.0,514.584,1204.78,322.636,89.6
315,2485.0,519.365,1575.49,390.145,86.5
316,18997.0,4901.226,11968.11,2127.664,90.4
317,2484.0,452.088,1363.716,668.196,77.4
318,5476.0,1374.476,3488.212,613.312,79.2
319,3564.0,848.232,2131.272,584.496,83.6
320,3281.0,675.886,2342.634,259.199,93.2
321,6181.0,1495.802,3894.03,791.168,87.1
322,10131.0,2147.772,6402.792,1580.436,84.4
323,1859.0,399.685,1171.17,288.145,97.8
324,1094.0,278.97,611.546,203.484,86.1
325,1748.0,438.748,1078.516,232.484,93.8
326,4974.0,1283.292,2845.128,845.58,82.9
327,53286.0,12309.066,35222.046,5754.888,93.4
328,3048.0,603.504,1712.976,731.52,79.2
329,4128.0,1065.024,2274.528,788.448,79.7
330,2786.0,465.262,1783.04,537.698,90.2
331,2165.0,584.55,1387.765,192.685,83.2
332,1269.0,332.478,666.225,271.566,84.4
333,2457.0,417.69,1434.888,601.965,79.5
334,5829.0,1270.722,2885.355,1672.923,78.5
335,1188.0,314.82,700.92,172.26,107.4
336,2624.0,600.896,1595.392,427.712,80.9
337,1482.0,468.312,807.69,207.48,82.4
338,1434.0,431.634,825.984,176.382,86.4
339,3343.0,798.977,2179.636,364.387,101.2
340,3963.0,816.378,2564.061,582.561,90.6
341,33510.0,5931.27,21345.87,6232.86,87.5
342,1811.0,329.602,1032.27,447.317,81.1
343,3632.0,944.32,2023.024,661.024,80.6
344,19208.0,3918.432,12005.0,3284.568,84.4
345,4516.0,794.816,2750.244,970.94,80.9
346,4593.0,1111.506,2719.056,767.031,89.8
347,4280.0,1151.32,2482.4,646.28,83.1
348,1400.0,407.4,889.0,103.6,100.0
349,1074.0,307.164,611.106,155.73,81.3
350,7755.0,2039.565,5133.81,581.625,95.5
351,6777.0,1646.811,3801.897,1328.292,74.3
352,9054.0,1991.88,5586.318,1475.802,87.5
353,17325.0,3447.675,11070.675,2806.65,87.8
354,1598.0,338.776,877.302,383.52,85.8
355,7718.0,1620.78,4823.75,1273.47,83.7
356,3722.0,781.62,2393.246,550.856,92.9
357,4764.0,1210.056,2948.916,605.028,84.6
358,5672.0,1083.352,4015.776,567.2,95.4
359,6198.0,1630.074,3743.592,824.334,99.1
360,1107.0,345.384,625.455,137.268,88.6
361,1840.0,478.4,1078.24,283.36,85.1
362,2200.0,506.0,1383.8,310.2,98.6
363,22018.0,4887.996,14421.79,2708.214,92.4
364,11719.0,2953.188,6726.706,2039.106,81.0
365,10293.0,3221.709,6031.698,1039.593,94.7
366,3902.0,920.872,2228.042,753.086,86.0
367,6418.0,1444.05,3850.8,1123.15,83.8
368,2802.0,877.026,1681.2,243.774,94.8
369,1636.0,389.368,1012.684,233.948,99.2
370,5249.0,1181.025,2970.934,1091.792,80.0
371,21274.0,6424.748,13487.716,1361.536,93.9
372,6686.0,1831.964,3683.986,1170.05,78.4
373,2091.0,483.021,1202.325,405.654,86.0
374,12586.0,3121.328,8457.792,1006.88,96.9
375,4333.0,623.952,2773.12,935.928,78.8
376,1555.0,427.625,909.675,219.255,86.8
377,1436.0,360.436,807.032,268.532,80.7
378,7848.0,1985.544,4975.632,886.824,91.6
379,1876.0,497.14,1082.452,296.408,85.8
380,1339.0,266.461,776.62,294.58,79.6
381,9315.0,2822.445,5849.82,642.735,95.7
382,1892.0,501.38,1277.1,113.52,101.6
383,1140.0,294.12,680.58,165.3,101.0
384,18994.0,3532.884,12308.112,3153.004,90.5
385,1252.0,388.12,724.908,138.972,91.2
386,1740.0,435.0,1071.84,233.16,123.5
387,3745.0,1097.285,2175.845,471.87,84.9
388,2986.0,674.836,1767.712,540.466,77.6
389,6672.0,1848.144,4183.344,640.512,92.0
390,3001.0,543.181,1962.654,495.165,100.2
391,2950.0,769.95,1967.65,212.4,91.5
392,2696.0,789.928,1633.776,272.296,92.2
